id,resourceType,title,description,startDate,endDate,lat,lon,documentType,author,Evacuated,Homeless,Injuries,Deaths,Insured Cost,Train(s) damaged,Train(s) destroyed,Home(s) damaged,Home(s) destroyed,Building(s) damaged,Building(s) destroyed,Ind Premises destroyed,Com Premises damaged,Com Premises destroyed,Bridge(s) damaged,Bridge(s) destroyed,Aircraft damaged,Aircraft destroyed,Motor Vehicle(s) damaged,Motor Vehicle(s) destroyed,Water vessel(s) damaged,Water vessel(s) destroyed,Business(es) damaged,Business(es) destroyed,Farm(s) damaged,Farm(s) destroyed,Crop(s) destroyed,Livestock destroyed,Government assistance,regions,subjects,url,resourceUrl
497,Disaster Event,Flood - Queensland Jan 2008,"During January 2008 atropical low caused state-wide monsoonal rainfall that resulted in widespread flooding throughout Queensland. The Minister for Emergency Services declared 55 local Government areas impacted by the flooding eligible for assistance under the Natural Disaster Relief and Recovery Arrangements (NDRRA). State Emergency Service volunteers responded to more than 1000 calls for assistance as a result of the flooding.  The January floods of 2008 caused extensive damage over Queensland. Infrastructure including roads and railways were badly disrupted. Numerous houses were inundated by flood waters and a number of people were evacuated in the Emerald region.   The Insurance Council of Australia estimated the 2008 damage at $70 million, with the 2011 estimated normalised cost of $85 million.  South-east Queensland  On 4 January, light to moderate rain fell in this area resulting in flooding of major rivers including the Nerang Coomera Rivers, Gold Coast Creeks and the Logan/Albert Rivers with moderate to major flooding which lasted 1-3 days.  Far North Queensland  On 8 January, as ex-Tropical Cyclone Helen moved over Cape York Peninsula. The tropical low produced heavy rainfall causing river rises and minor flooding in the Tully River and adjacent coastal streams   Western Queensland  Between 11 - 20 January, a low pressure system created by Tropical Cyclone Helen brought about widespread rainfall. The rainfall resulted in fast river rises and major flooding on the Thompson / Barcoo Rivers Cooper Creek, Paroo River, Bulloo River, Warrego River, Dumaresq / Macintyre Rivers, and the Condamine / Balonne Rivers.&nbsp;  Central Queensland  Between 10 - 20 January, heavy rainfall intensified over Central Queensland. This rainfall produced widespread flooding to numerous rivers including the Ross River, Haughton River, Don River, Pioneer River, Nogoa River, Fitzroy River, Belyando and the Burdekin River. Bogantungan, situated to the west of the city of Emerald recorded a four day rainfall total of nearly 700 mm.",1/01/2008 0:00,1/31/2008 0:00,-27.47092438,153.0235443,,,,,,,70000000,,,,,,,,,,,,,,,,,,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=497,
493,Disaster Event,Severe Storm - Southern States Windstorms,"Victoria  On 2 April&nbsp;2008 very strong northerly winds developed across central and western Victoria. Maximum wind gusts in Victoria were recorded at Mt Gellibrand at 131 km per hour, Dunns Hill in the Dandenongs at 115 km per hour and Melbourne Airport 107 km per hour.  Areas of raised dust were reported from the western half of the state, with visibility down to 200 m in some places.  The heaviest rainfall totals were from Falls Creek (Rocky Valley Dam) with 50 mm and Wilsons Promontory with 26 mm. The storm sent vegetation and debris flying, caused major disruption to Melbourne traffic and public transport systems and&nbsp;extensive damage to the electricity distribution network. Lanes were closed on the Westgate bridge where wind gusts were close to 120 km per hour, many traffic lights were out and conditions on the roads were chaotic. Several boats were washed ashore at Mornington, where large waves were observed.  There were reports that two people died as a result of this storm in Victoria.  More than 9,500 requests for assistance were received by emergency service agencies across the State between 2-7 April 2008 as a result of this event.  The Department of Human Services (DHS) coordinated Red Cross and local government to support the community with recovery, distributing 864 personal hardship grants totalling $240,115.  South Australia  An intense low on 2 April produced widespread wind gusts in excess of 90 km per hour across the Mount Lofty Ranges, Kangaroo Island and the South East districts of South Australia.  Tasmania  A deep low pressure system passed close to Tasmania bringing destructive winds from late 2nd April until early the next day with individual wind gusts well over 100 km per hour recorded at several locations. More than 40,000 premises lost power with at least 200 fallen power lines caused road closures. Many buildings lost their roofs. The pressure at Maatsuyker Island dipped to 966.2 hPa on 3 April the second lowest mean sea level pressure ever reported in Tasmania. Strong and gusty winds on 2 April caused a dust storm in the southern Midlands.  The estimated damage bill was around two million dollars.  The Insurance Council of Australia estimated the 2008 damage at $65 million across the three states, with the 2011&nbsp;estimated normalised cost of $79 million.",4/02/2008 0:00,4/02/2008 0:00,-38.22995377,143.8007355,,,,,,2,65000000,,,,,,,,,,,,,,,,,,,,,,,,,Tasmania;South Australia;Victoria,,http://www.emknowledge.gov.au/resource/?id=493,
492,Disaster Event,Chemical - Varanus Island Gas Explosion,"At approximately 1.30 pm on 3 June 2008, an explosion at the Apache Energy Varanus Island gas processing facility's 30 cm gas pipeline caused it to rupture and fires to start. Approximately 153 staff were evacuated from the plant. Nobody was injured, but the facilities were forced to close temporarily.  The incident caused Western Australia's domestic gas supply to be cut by 30 per cent, as the Varanus Island facility is a major exporter of gas to the mainland. The largest impact was felt by major industry partners of Apache Energy such as BHP Billiton, Rio Tinto and Burrup Fertilisers, but the disruption in gas supplies also affected small businesses. A survey by the Western Australia Chamber of Commerce and Industry found that of 300 businesses surveyed, almost half said they had been affected by the energy shortage.  The West Australian Government laid claims against Apache Northwest Pty Ltd and its co-licencees, Kufpec Australia Pty Ltd and Tap (Harriet) Pty Ltd for 'failing to maintain a pipeline in good condition and repair'. However after more than two years of litigation, the state government made a public statement that they were discontinuing the prosecution due to legal technicalities.  The Insurance Council of Australia estimated the 2008 damage at $230 million, with the 2011 estimated normalised cost of $279 million.",6/03/2008 0:00,6/03/2008 0:00,-20.60193634,115.5761719,,,,,,,230000000,,,,,,,,,,,,,,,,,,1,,,,,,,Western Australia,,http://www.emknowledge.gov.au/resource/?id=492,
496,Disaster Event,Flood - North Coast New South Wales,"Rainfall in excess of 200 mm on the night of 3 January resulted in flooding on the NSW north coast, including Kyogle and near Mullumbimby.&nbsp;The State Emergency Service (SES) received more than&nbsp;80 requests for assistance.&nbsp;In Kyogle, the SES evacuated 30 people from a caravan park and responded to two landslide incidents. A caravan park was evacuated&nbsp;in Lismore as flooding of local roads occurred. The heavy rainfall resulted in flood warnings for a number of catchments including the Tweed, Richmond, Wilsons, Bellinger, Orara and Clarence Rivers.  By 6 January, there were several thousand people isolated by floodwaters. The&nbsp;SES worked with the Department of Community Services to evacuate an Aboriginal community of around 160 residents at Cabbage Tree Island near Woodburn, threatened by flooding waters. Supply operations were undertaken by SES volunteers via helicopter, floodboat and high-clearance 4WD vehicles. Approximately 80 air support supply tasks were completed over a five day period.  The local government areas of Ballina, Byron, Clarence Valley, Kyogle, Lismore, Richmond Valley, Tenterfield and Tweed were declared natural disaster areas, eligible for assistance under the Natural Disaster Relief and Recovery Arrangements.  The Insurance Council of Australia estimated the 2008 damage at $15 million, with the 2011 estimated normalised cost of $17 million.",1/04/2008 0:00,1/11/2008 0:00,-28.62035561,153.0040588,,,,,,,15000000,,,,,,,,,,,,,,,,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=496,
495,Disaster Event,Flood - South-East Queensland Feb 2008,"During the period 10 &ndash; 18 February 2008, a number of severe weather fronts permeated numerous areas including the western, far north, central and south-east regions of Queensland. Towns seriously affected by the weather included Townsville, Bundaberg, Mackay, Rockhampton, Airlie Beach, Proserpine, Cooktown, Cairns and Ingham.  Heavy rainfall and subsequent flooding resulted in widespread damage across the state of Queensland. There was notable damage to state infrastructure as well as other damage relating to buildings and houses. At Mackay 4000 houses were inundated from flood water. Agriculture and horticulture based industries also sustained heavy losses.  The Insurance Council of Australia estimated the 2008 damage at $410 million, with the 2011 normalised cost of $507 million.  &nbsp;",2/10/2008 0:00,2/18/2008 0:00,-27.99584007,152.6824951,,,,,,,410000000,,,4000,,,,,,,,,,,,,,,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=495,
482,Disaster Event,"Bushfire - Black Saturday, Victoria 2009","On 7 February 2009, as many as 400 fires were recorded across Victoria. There were&nbsp;78 communities affected, 173 lives lost and 2029 homes destroyed.  Twelve major fires and many more minor fires burned over 450,000 hectares and affected at least 78 communities, including Marysville, Kinglake, Kinglake West, Kilmore, Yea, Murrindindi, Alexandra, Marysville, St Andrews, Reedy Creek, Mittons Bridge, Humevale, Heathcote Junction, Flowerdale, Beechworth, Dargo, Bunyip, Mudgegonga, Narbethong, Cambarville, Koornalla, Jerralang Junction, Churchill, Callignee, Yarra Glen, Whittlesea, Upper Plenty, Toolangi, Strath Creek, Strathewen, Steels Creek, Bendigo and Redesdale.  Details of the recovery activities were released by the Victorian Bushfire Reconstruction and Recovery Authority. The Victorian Bushfires Royal Commission was established on 16 February 2009 to investigate the causes of and responses to the bushfires with the final report released and published in July 2010.  The Insurance Council of Australia estimated the 2009 damage at $1070 million, with the 2011 estimated normalised cost of $1266 million.",2/07/2009 0:00,2/08/2009 0:00,-37.56237411,145.3191986,,,,,414,173,1070000000,,,,2029,,,,,,,,,,,,,,,61,,,,,,Victoria,,http://www.emknowledge.gov.au/resource/?id=482,
513,Disaster Event,Flood - North Queensland Jan 2009,"Heavy rainfall associated with Tropical Cyclone Charlotte fell along regions in northern Queensland. Subsequent flood warnings were issued for rivers situated along the coast from Cairns to Mackay. Major rivers affected included the Mulgrave, Russell, Haughton and the Don. Cairns airport received 189 mm of rain over a three hour period, with many coastal areas receiving in excess of 300 mm over 24 hours.&nbsp;  The heavy deluge caused damage to infrastructure, houses and buildings.&nbsp;  The Insurance Council of Australia estimated the 2009 damage at $19 million, with the 2011 estimated normalised cost of $22 million.&nbsp;",1/12/2009 0:00,2/14/2009 0:00,0,0,,,,,,,19000000,,,,,,,,,,,,,,,,,,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=513,
506,Disaster Event,"Severe Storm - Melbourne, 2010","On 6 March 2010, thunderstorms occurred in the west of Victoria, intensifying as they moved eastward towards the Shepparton region. The same day, severe thunderstorms&nbsp;also developed into the north-west of metropolitan Melbourne, bringing&nbsp;isolated severe wind gusts.  Flash flooding was widespread across the city and hailstones measuring 2 - 10 cm caused damage to homes and major buildings including the Arts Centre, Etihad Stadium and Southern Cross Station.  Shepparton experienced localised flooding, hail and wind damage prior to the storm moving south. Power outages occurred to 100,000 homes in Melbourne and 45,000 homes in the Shepparton region.  The severe thunderstorms resulted in&nbsp;more than&nbsp;7500 calls to the Victorian State Emergency Service, prompting crews from New South Wales, South Australia, Western Australia and Tasmania to help in the clean up.  Financial assistance for affected communities was announced by the Federal Attorney-General on 12 March 2010.  The Insurance Council of Australia estimated the 2010 damage at $1044 million, with the 2011 estimated normalised cost of $1160 million.",3/06/2010 0:00,3/07/2010 0:00,-37.81795502,144.9536133,,,,,,,1044000000,,,0,,0,,,,,,,,,,,,,,,,,,,,Victoria,,http://www.emknowledge.gov.au/resource/?id=506,
503,Disaster Event,"Cyclone Yasi, Queensland, 2011","Cyclone Yasi developed as a tropical low north-west of Fiji on 29 January 2011. On 30 January, it was named Yasi by the Fiji Meteorological Service. On 2 February, it was upgraded to a Category 5 system and made landfall near Mission Beach (138 km south of Cairns) between midnight and 1 am (AEST) early on Thursday 3 February. It weakened to a tropical low near Mount Isa around 10 pm on 3 February.  In response to warnings about the expected severity of the cyclone, and possible storm surges, approximately 10,000 northern Queenslanders living in low-lying areas evacuated to more than 100 official evacuation centres. Significant numbers were accommodated in unofficial evacuation centres established by communities and church groups. Thousands of people left the area and sought refuge with family and friends.  Flights out of the region were fully booked. The entire hospital population, more than 300 patients, were evacuated to other regional hospitals and Brisbane by the the Australian Defence Force, Royal Flying Doctor Service and other methods.&nbsp; This was an unprecedented evacuation effort.  The eye of the cyclone passed over Dunk Island and Mission Beach between Innisfail and Townsville bringing significant winds, the highest estimated at 285 km per hour. Considerable damage occurred to the towns of Tully, Cardwell, Tully Heads, Innisfail, Ingham, Mission Beach, El Arish, Silkwood and Silky Oak and localities, however, the cyclone&rsquo;s worst impact missed the major centres of Townsville and Cairns. Overall, approximately 1000 people reported significant damage to their homes. Other impacts include power loss to more than 200,000 properties, cars were found metres away from where they were left and boats were piled on top of each other in some regions.  Rainfall totals for the 24 hour period to 9 am Thursday 3 February were 200-300 mm in the area between Cairns and Ayr, causing some flooding. A 5 m tidal surge was observed at the storm tide gauge at Cardwell. Other sea inundation occurred between the beaches north of Cairns and Alva Beach, and there was some inundation in parts of the city of Townsville.  The Australian Bureau of Agriculture and Resource Economics and Sciences estimated the cyclone caused a $300 million hit to agriculture, particularly affecting banana and sugarcane crops.  The Federal Government processed over $250 million worth of recovery grants in the first three weeks after the storm through Centrelink. Financial help was also available in the form of concessional loans for cyclone hit farmers up to $650,000.  There was one recorded death.  The Insurance Council of Australia estimated the preliminary 2011 damage at $1412 million.",2/03/2011 0:00,2/03/2011 0:00,-17.85067558,146.1099243,,,,,,1,1412000000,,,1000,,,,,,,,,,,,,,,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=503,
505,Disaster Event,"Severe Storm - Melbourne, February 2011","On 4 February 2011, severe thunderstorms developed over Victoria. Tropical moisture associated with Tropical Cyclone Anthony and ex Tropical Cyclone Yasi interacted with a persistent low pressure trough extending from central Australia, through Mildura and Melbourne, to north-eastern Tasmania.  Extremely high humidity and strong winds were associated with the storms which delivered record daily and multi-day rainfall totals to areas of north-east and south-east Victoria. The rain caused flash flooding in metropolitan Melbourne and prompted flood warnings for 24 rivers and creeks.  On the afternoon and evening of 4 February, a damaging microburst caused damage west of Melbourne at Laverton. Wind speed strengthened from calm to 131 km per hour in six&nbsp;minutes causing damage to vegetation and structures within an area of approximately one square kilometre.  More than 65 per cent of Victoria recorded daily rainfall totals in the 99th percentile for February in the 24 hours to 9 am on February 5. Approximately 7 per cent of the State observed the highest daily rainfall on record on the same day and 40 stations throughout Victoria recorded multi-day rainfall totals over 140 mm between 4 and 6 February.  Nursing home residents were evacuated from Mentone, Narre Warren and Werribee, whilst the Koo Wee Rup and the Alfred hospital relocated patients.  Emergency relief centres were opened in Mildura, Narre Warren, Cardinia, Pakenham and Swan Hill.  State wide, more than 6000 calls were made to the Victorian State Emergency Service.  The Insurance Council of Australia estimated the preliminary 2011 damage at $418.6 million.",2/04/2011 0:00,2/06/2011 0:00,-37.81795502,144.9536133,,,6000,,1,,418670000,,,,,20,,,,,,,,,,,,,,,,,,,,Victoria,,http://www.emknowledge.gov.au/resource/?id=505,
502,Disaster Event,"Bushfire - Perth Hills, Western Australia 2011","In early February 2011, high fire danger conditions resulted in total fire bans being declared for Perth.&nbsp;&nbsp;  Over the weekend of 5 and 6 February, two major bushfires broke out across metropolitan Perth. One fire affected the suburbs of Roleystone and Kelmscott&nbsp;in the south-east and the other, the suburbs of Red Hill, Herne Hill, Millendon, Baskerville and Gidgegannup in the north-east.  Seventy-one homes were destroyed and an estimated 39 homes damaged by the Roleystone fire, which was started accidentally by angle-grinder sparks. Approximately 440 ha were burned at Roleystone and 1100 ha burned at Red Hill.  Approximately 517 families were evacuated and at least 12 people were hospitalised.  On Monday 7 February 2011, Western Australian Premier Colin Barnett declared the bushfire affected areas of Roleystone, Kelmscott and Red Hill, natural disaster zones.  The Insurance Council of Australia estimated the preliminary 2011 damage at $35 million.",2/05/2011 0:00,2/07/2011 0:00,-32.10860443,116.0691833,,,,,12,,35000000,,,39,72,,,,,,,,,,,,,,,,,,,,,Western Australia,,http://www.emknowledge.gov.au/resource/?id=502,
507,Disaster Event,Flood - Victoria Jan 2011,"On 13 and 14 January 2011, large amounts of tropical air combined with a low pressure trough brought heavy rain to areas of south-east Australia. The heaviest rain spread into Victoria, resulting in record rainfall in parts of west and north-west Victoria. This, combined with saturated conditions of the catchment and floodplains, caused severe flooding.  Jeparit recorded the highest daily rainfall of 161.2 mm, with seven other monitoring stations breaking their highest daily rainfall records. Weather stations at Kyneton, Annuello, Rupanyup and Maryborough observed their highest ever rainfall total for anymonth on record.  The Wimmera, Avoca, Loddon and Campaspe river catchment areas all reached record flood peaks. The Barwon catchment and the Lerderderg River in the Werribee catchment also experienced major flooding. The towns of Charlton, Bridgewater, Carisbrook, Rochester, Horsham and Echuca experienced the greatest levels of inundation.  The flooding of the Goulburn River resulted in the drowning of a person&nbsp;in a flooded billabong near Shepparton.  The Insurance Council of Australia estimated the preliminary 2011 damage at $126 million.",1/12/2011 0:00,1/18/2011 0:00,-36.05048752,145.2052765,,,,,,1,126495000,,,,,,,,,,,,,,,,,,,,,,,,,Victoria,,http://www.emknowledge.gov.au/resource/?id=507,
3413,Disaster Event,Bushfire - Dunalley - Jan 2013,"In early January 2013 up to 40 fires were burning throughout Tasmania in hot windy conditions. The main fire that started near Forcett caused significant damage to local townships, particularly Dunalley, east of Hobart, where more than half of the town&rsquo;s buildings and a primary school were destroyed. Other significant fire fronts were located at Lake Repulse and Bicheno.  The Forcett fire was first reported in bushland outside the town heading towards Dunalley, on Thursday 3 January 2013 at approximately 2.00 pm. The fire escaped containment lines the following afternoon fanned by strong winds and burned towards the coast at several points. More than 100 properties were destroyed and 2500 hectares of land were burnt by the afternoon of 6 January. At least 80 properties were either damaged or destroyed in Dunalley and nearby Boomer Bay, approximately 20 houses were destroyed at Murdunna and 40 per cent of structures were lost at Connelly&rsquo;s Marsh. The fire threatened the town of Taranna and on 14 January 2013 a Victorian volunteer firefighter was killed when undertaking back burning operations in the vicinity. An estimated 24,000 hectares were burnt in the fire and at its peak the perimeter of the fire approximated 200 km.  Thousands of locals and tourists were stranded as a result of the Forcett bushfire which effectively cut the Tasman Peninsula off from the rest of the state. The peninsula's main access road, the Arthur Highway, was closed from 4&nbsp;to 13 January. People converged on Port Arthur to await evacuation by sea or road and due to shortages of food and other supplies, the community arranged for a fleet of boats to make deliveries to those stranded on the peninsula. Two private catamaran operators in Hobart were asked by police to help evacuate people from the Nubeena jetty.&nbsp; Evacuees were then taken to Hobart where they were met by relatives and friends or taken in by volunteers.  The Highway was partially opened on 11 January to allow stranded people and supplies to get through and was eventually opened to general traffic on 13 January.  Community refuges were established at the Sorrell Memorial Hall, Nubeena Community Centre, Bicheno Community Hall and Swansea Football Ground. There was also a Recovery Centre established at City Hall, Hobart.  The electricity company, Aurora, reported approximately 300 electricity poles were destroyed on the Tasman Peninsula, consequently power outages are expected to be an issue for a considerable time.  Australian Government Disaster Recovery Payments were made available to residents in the south-east and east of Tasmania, covering the affected local government areas of Sorell, Tasman and Glamorgan-Spring Bay. Other grants made available were immediate cash assistance grants, housing assistance grants, Aurora energy assistance and clean-up and assistance grants. A first stage recovery payment from the Red Cross Appeal Distribution Committee was distributed, providing $3000 per adult and $1000 per child by late January. The Department of Human Services has allocated over $7,845,000&nbsp;to cover approximately 6900 claims.  The Insurance Council of Australia advised as at 1 February 2013 that 1783 insurance claims had been received with losses estimated at $86.7 million, about 85 per cent of these related to property, seven per cent for domestic vehicles, with the balance consisting of smaller claims for other losses.  The fire at Lake Repulse burnt more than 12,000 hectares and threatened the towns of Ellendale Ouse, Karanja, Westerway and Hamilton. Police allege it was started by an unattended campfire. The fire burnt for up to two weeks and was handed back to regional firefighters when conditions eventually improved. The other significant fire front was at Bicheno and Coles Bay where up to 15 properties were lost.  These fires were described as the worst in almost half a century. On 14 January a Tasmanian Bushfire Recovery Taskforce was established and the state moved to recovery mode. The taskforce estimated that rebuilding communities could take up to two years, with contractors expected to start clearing damaged properties by the end of January.  Further information will be provided about the Tasmanian fires and resulting damage when available.",1/03/2013 13:49,1/14/2013 13:49,-42.87797546,147.8100586,,,1000,,,1,87100000,,,,203,,212,,,,,,,,,,,,,,,,,,7845400,Tasmania,,http://www.emknowledge.gov.au/resource/?id=3413,
3437,Disaster Event,"Bushfire - Coonabarabran, New South Wales 2013","During January 2013, New South Wales experienced very challenging fire danger weather conditions resulting in multiple fires across the state. By 8 January, there were over 100 fires burning, fueled by 40 degree Celsius temperatures.&nbsp;  The worst fire occured on 13 January when a fast moving bushfire in the Warrumbungle National Park near Coonabarabran destroyed more than 51 nearby homes and damaged many others. The lodge at the Siding Spring Observatory in the National Park was damaged along with other buildings. However, Australia's largest telescope the Anglo-Australian survived.  The other major areas affected by fire were Yass, Cooma and the Shoalhaven. One house was destroyed in Jugiong and a volunteer firefighter sustained burn injuries in Gundaroo and was airlifted to Sydney for hospital treatment.  A recovery centre was opened in Coonabarabran after the fire. A recovery coordinator was appointed on 21 January by Barry O&rsquo;Farrell concentrating on supporting the Warrumbungles fire affected community.  Approximately 131,000 hectares were burnt in total across the state and extensive farm infrastructure and fences damaged. Approximately 12,000 sheep were lost at an estimated cost of over $1,000,000. Wildlife losses were also significant. The Department teamed with farmers to establish a fodder and fencing donation register to assist farmers rebuilding after the fires.  On 15 January, the New South Wales Premier, Barry O'Farrell, and the Federal Minister for Emergency Management, Nicola Roxon, announced Natural Disaster Assistance would be available to 51 Local Government Areas in New South Wales affected by bushfires. To date the Australian Government Disaster Recovery Payments were $1,015,600 for over 830 claimants.  The Insurance Council of Australia declared the Coonabarabran bushfire a catastrophe and as of March 2013, estimated damages costing $35 million.  &nbsp;",1/07/2013 14:41,1/20/2013 14:41,-31.28676605,149.2005157,,,,,1,,35000000,,,,51,,,,,,,,,,,,,,,,,,,12000,1015600,New South Wales,,http://www.emknowledge.gov.au/resource/?id=3437,
4790,Disaster Event,"Bushfire - Perth Hills, January 2014","The bushfire began in the Perth Hills on Sunday morning 12 January 2014 during the heatwave of 8 -13 January with consecutive days over 40 degrees Celsius. The excessive heat and strong winds fuelled the fire which quickly grew out of control and spread from Parkerville to Stoneville and Mount Helena. A total of 650 hectares were burnt.  Hundreds of people were evacuated from their homes and sought shelter at centres set up in Mundaring and Swan View. Many residents were unable to return and assess the damage to their homes until 15 January when the extensive clean-up of debris and fallen power poles was complete. As of 16 January, 450 homes were still without electricity. It is believed that the fire was started by a fallen power pole.  A man died on the Sunday while protecting his home.  Financial assistance and grants were made to eligible Perth Hills bushfire victims, with Australian Government Disaster Recovery Payments of $384,800 scheduled to be paid.  The West Australian government gave $1 million to the Lord Mayor&rsquo;s Disaster Appeal and announced anyone who lost their house would receive $3000 and those whose homes were damaged would&nbsp;receive $1000.  Early figures from the Insurance Council of Australia suggest $15 million damage. Further details will be provided as they become available.",1/11/2014 10:27,1/14/2014 10:27,-31.87464142,116.1416245,,,,,,1,15000000,,,,52,,,,,,,,,,,,,,,,,,,,,Western Australia,,http://www.emknowledge.gov.au/resource/?id=4790,
88,Disaster Event,Severe Storm - Sydney and Region 2001,"On 15 January 2001, maximum temperatures reached 46 &deg;C degrees at the Sydney suburb of Penrith before a cool change moved through with accompanying wind gusts up to 113 km per hour. The wind impacted Sydney's metropolitan area, and caused considerable damage to property, trees and fences and thousands of homes lost electricity.  Affected regions of New South Wales were declared natural disaster areas. Residents from the regions of Shoalhaven to Sydney and the Lower Hunter met the criteria for emergency government assistance.  The Insurance Council of Australia estimated the 2001 damage at $12 million, with the 2011 estimated normalised cost of $24 million.",1/15/2001 0:00,1/15/2001 0:00,-33.84646606,151.2307587,,,,,,,12000000,,,,,,,,,,,,,,,,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=88,
522,Disaster Event,"Severe Storm - Grafton, Kingscliff and Lismore","On 16 January 2002 a severe thunderstorm developed south of Grafton and intensified as it moved north-east toward the coast. Hail and heavy rain were reported at Grafton and Lismore reported damaging winds, flash flooding and hail the size of golf balls. The storm was at its highest intensity as it crossed the coast at Kingscliff. Flash flooding, 7 cm hail and a tornado occurred. Damage was reported at Kingscliff and neighbouring Banora Point.  The Insurance Council of Australia estimated the 2002 damage at $10 million, with the 2011 estimated normalised cost of $36 million.",1/16/2002 0:00,1/16/2002 0:00,-29.69006538,152.9331207,,,,,,,10000000,,,,,,,,,,,,,,,,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=522,
303,Disaster Event,Cyclone Ada,"On 17 January 1970, Tropical Cyclone Ada moved through the Whitsunday Island group. Day Dream Island was the worst affected with its resort destroyed. On Hayman Island 75 per cent of buildings were destroyed. Heavy rains and flooding brought havoc and dislocation of traffic and communications in the coastal strip between Bowen and Mackay. Shute Harbor, Airlie Beach and Cannonvale received damage of up to 80 per cent&nbsp;of buildings.  Fourteen people died as a result of the category four cyclone.  The Insurance Council of Australia estimated the 1970 damage at $12 million, with the 2012 estimated normalised cost of $1001 million.",1/17/1970 0:00,1/19/1970 0:00,-20.26155281,148.9804535,,,,,,14,12000000,,,,,,,,,,,,,,,,,,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=303,
354,Disaster Event,Severe Storm - Casino and Region,"On 17 January 2001, north-eastern New South Wales experienced a severe thunderstorm, with the worst impact occurring in the town of Casino. Heavy rain caused local flash flooding. Approximately 59 mm of rain was recorded including 31 mm in just ten minutes. Hailstones up to 7 cm were reported in some areas. Gale force winds in some instances exceeding 110 km per hour inflicted damage to 800 homes and 300 motor vehicles. Power lines fell, cutting power to the town. It is estimated that 30,000 properties lost power in the region as a result of the storm.  The Insurance Council of Australia estimated the 2001 damage at $35 million, with the 2011 estimated normalised cost of $65 million.",1/17/2001 0:00,1/17/2001 0:00,-28.86076164,153.0458984,,,,,,,35000000,,,800,,,,,,,,,,,300,,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=354,
627,Disaster Event,Bushfire - Canberra 2003,"On 8 January 2003, a combination of extreme weather conditions (high temperatures of above 37 &ordm;C, low humidity, lightning strikes and strong gusty winds) caused multiple bushfires to break out in the Kosciuszko and Namadgi National parks surrounding Canberra.  On 18 January, two fire fronts combined to create a 25 km fire front and wind gusts of up to 65 km per hour propelled the fire towards Canberra. The Chief Minister declared a state of emergency at 2.45 pm and the firestorm hit the outer streets of Duffy at approximately 3 pm, and soon reached the suburbs of Rivett, Chapman, Kambah, Higgins, Hawker and Cook.  Four people were killed by the fires, more than 435 people&nbsp;were injured and there were 5000 evacuations. Approximately 160,000 hectares were burnt which equated to almost 70 per cent of the ACT's pasture, forests and nature parks including Namadgi National Park, Tidbinbilla Nature Reserve and all government pine forest west of the Murrumbidgee River Stromlo pine plantation. There were approximately 488 houses destroyed and many more were damaged.  The Chief Minister and Cabinet Inquiry into the Operational Response to the January 2003 bushfires made 61 recommendations.  The Insurance Council of Australia estimated the 2003 damage at $350 million, with the 2011 estimated normalised cost of $660 million.",1/18/2003 0:00,1/19/2003 0:00,-35.34656525,149.035675,,,,,435,4,350000000,,,,488,,,,,,,,,,,,,,,,,,,,,Australian Capital Territory,,http://www.emknowledge.gov.au/resource/?id=627,
36,Disaster Event,Bushfire - Dandenong Ranges and Mornington Peninsula,"On 19 January 1997, temperatures soared above 40 &deg;C and northerly winds were gusting at 70 km per hour contributing to two damaging bushfires near Melbourne. The fires in Mt Eliza burnt two homes and evacuations were required at Mt Martha, Arthur's Seat and the Mornington Peninsula. Approximately 250 bushfires burnt areas of Victoria on 21 January, a 41.2 &deg;C day. The worst affected areas were Ferny Creek, Upwey and Kalorama in the Dandenong Ranges where it took 1,500 firefighters and six water-bombing aircraft to control the 3,700 ha forest blaze. In addition to the two houses at Mt Eliza, 41 houses were destroyed and 45 damaged in the Dandenongs. Three people died (at Ferny Creek) and approximately 40 were injured throughout the State.  The Insurance Council of Australia estimated the 1997 damage at $10 million, with the 2011 estimated normalised cost of $29 million.",1/19/1997 0:00,1/21/1997 0:00,-37.88122559,145.3422699,,,800,,40,3,29000000,,,45,43,,,,,,,,,,,,,,,,,,,,,Victoria,,http://www.emknowledge.gov.au/resource/?id=36,
415,Disaster Event,Severe Storm - Sydney Jan 1977,"On 21 January 1977 severe thunderstorms spread over New South Wales, affecting mainly the Sydney regions of Bankstown and Richmond. Winds reached 124 km per hour and there was one fatality.  The Insurance Council of Australia estimated the 1977 damage at $15 million, with the 2011 estimated normalised cost of $244 million.",1/21/1977 0:00,1/21/1977 0:00,-33.80190277,150.9441681,,,,,,1,15000000,,,,,,,,,,,,,,,,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=415,
